"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"
薔薇色的戀人們	장미빛 연인들	MBC	6	2014-11-02	13.6%
薔薇色的戀人們	장미빛 연인들	MBC	7	2014-11-08	13.0%
薔薇色的戀人們	장미빛 연인들	MBC	8	2014-11-09	14.7%
薔薇色的戀人們	장미빛 연인들	MBC	9	2014-11-15	14.9%
薔薇色的戀人們	장미빛 연인들	MBC	10	2014-11-16	16.7%
薔薇色的戀人們	장미빛 연인들	MBC	11	2014-11-22	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	12	2014-11-23	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	13	2014-11-29	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	14	2014-11-30	17.5%
薔薇色的戀人們	장미빛 연인들	MBC	15	2014-12-06	17.2%
薔薇色的戀人們	장미빛 연인들	MBC	16	2014-12-07	17.6%
薔薇色的戀人們	장미빛 연인들	MBC	17	2014-12-13	15.8%
薔薇色的戀人們	장미빛 연인들	MBC	18	2014-12-14	18.0%
薔薇色的戀人們	장미빛 연인들	MBC	19	2014-12-20	16.0%
薔薇色的戀人們	장미빛 연인들	MBC	20	2014-12-21	17.5%
薔薇色的戀人們	장미빛 연인들	MBC	21	2014-12-27	17.3%
薔薇色的戀人們	장미빛 연인들	MBC	22	2014-12-28	17.4%
薔薇色的戀人們	장미빛 연인들	MBC	23	2015-01-03	19.4%
薔薇色的戀人們	장미빛 연인들	MBC	24	2015-01-04	19.0%
薔薇色的戀人們	장미빛 연인들	MBC	25	2015-01-10	17.9%
薔薇色的戀人們	장미빛 연인들	MBC	26	2015-01-11	18.6%
薔薇色的戀人們	장미빛 연인들	MBC	27	2015-01-17	18.8%
薔薇色的戀人們	장미빛 연인들	MBC	28	2015-01-18	19.5%
薔薇色的戀人們	장미빛 연인들	MBC	29	2015-01-24	20.5%
薔薇色的戀人們	장미빛 연인들	MBC	30	2015-01-25	21.3%
薔薇色的戀人們	장미빛 연인들	MBC	31	2015-01-31	27.0%
薔薇色的戀人們	장미빛 연인들	MBC	32	2015-02-01	21.8%
薔薇色的戀人們	장미빛 연인들	MBC	33	2015-02-07	21.1%
薔薇色的戀人們	장미빛 연인들	MBC	34	2015-02-08	21.0%
薔薇色的戀人們	장미빛 연인들	MBC	35	2015-02-14	21.1%
薔薇色的戀人們	장미빛 연인들	MBC	36	2015-02-15	21.2%
薔薇色的戀人們	장미빛 연인들	MBC	37	2015-02-21	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	38	2015-02-22	23.4%
薔薇色的戀人們	장미빛 연인들	MBC	39	2015-02-28	22.2%
薔薇色的戀人們	장미빛 연인들	MBC	40	2015-03-01	23.0%
薔薇色的戀人們	장미빛 연인들	MBC	41	2015-03-07	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	42	2015-03-08	23.3%
薔薇色的戀人們	장미빛 연인들	MBC	43	2015-03-14	21.2%
薔薇色的戀人們	장미빛 연인들	MBC	44	2015-03-15	21.6%
薔薇色的戀人們	장미빛 연인들	MBC	45	2015-03-21	21.7%
薔薇色的戀人們	장미빛 연인들	MBC	46	2015-03-22	22.5%
薔薇色的戀人們	장미빛 연인들	MBC	47	2015-03-28	21.4%
薔薇色的戀人們	장미빛 연인들	MBC	48	2015-03-29	23.0%
薔薇色的戀人們	장미빛 연인들	MBC	49	2015-04-04	23.4%
薔薇色的戀人們	장미빛 연인들	MBC	50	2015-04-05	27.1%
我的心一閃一閃	내 마음 반짝반짝	SBS	1	2015-01-17	3.2%
我的心一閃一閃	내 마음 반짝반짝	SBS	2	2015-01-18	2.5%
我的心一閃一閃	내 마음 반짝반짝	SBS	3	2015-01-24	2.7%
我的心一閃一閃	내 마음 반짝반짝	SBS	4	2015-01-25	2.6%
我的心一閃一閃	내 마음 반짝반짝	SBS	5	2015-01-31	2.6%
我的心一閃一閃	내 마음 반짝반짝	SBS	6	2015-02-01	2.1%
我的心一閃一閃	내 마음 반짝반짝	SBS	7	2015-02-07	2.7%
我的心一閃一閃	내 마음 반짝반짝	SBS	8	2015-02-08	2.2%
我的心一閃一閃	내 마음 반짝반짝	SBS	9	2015-02-14	2.4%
我的心一閃一閃	내 마음 반짝반짝	SBS	10	2015-02-15	2.0%
我的心一閃一閃	내 마음 반짝반짝	SBS	-	2015-02-21	▌▌
我的心一閃一閃	내 마음 반짝반짝	SBS	11	2015-02-22	2.3%
我的心一閃一閃	내 마음 반짝반짝	SBS	12	2015-02-22	4.0%
我的心一閃一閃	내 마음 반짝반짝	SBS	13	2015-02-28	2.9%
我的心一閃一閃	내 마음 반짝반짝	SBS	14	2015-03-01	2.7%
我的心一閃一閃	내 마음 반짝반짝	SBS	15	2015-03-07	2.7%
我的心一閃一閃	내 마음 반짝반짝	SBS	16	2015-03-08	2.6%
我的心一閃一閃	내 마음 반짝반짝	SBS	17	2015-03-14	4.3%
我的心一閃一閃	내 마음 반짝반짝	SBS	18	2015-03-15	3.4%
我的心一閃一閃	내 마음 반짝반짝	SBS	19	2015-03-21	4.0%
我的心一閃一閃	내 마음 반짝반짝	SBS	20	2015-03-22	3.5%
我的心一閃一閃	내 마음 반짝반짝	SBS	21	2015-03-28	4.3%
我的心一閃一閃	내 마음 반짝반짝	SBS	22	2015-03-29	4.4%
我的心一閃一閃	내 마음 반짝반짝	SBS	23	2015-04-04	5.4%
我的心一閃一閃	내 마음 반짝반짝	SBS	24	2015-04-05	4.7%
我的心一閃一閃	내 마음 반짝반짝	SBS	25	2015-04-11	6.3%
我的心一閃一閃	내 마음 반짝반짝	SBS	26	2015-04-12	4.7%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	1	2015-04-18	5.5%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	2	2015-04-19	4.7%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	3	2015-04-25	4.8%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	4	2015-04-26	4.8%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	5	2015-05-02	4.6%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	6	2015-05-03	4.9%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	7	2015-05-09	4.6%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	8	2015-05-10	3.9%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	9	2015-05-16	4.3%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	10	2015-05-17	3.9%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	11	2015-05-23	4.3%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	12	2015-05-24	3.9%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	13	2015-05-30	3.5%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	14	2015-05-31	4.2%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	15	2015-06-06	2.9%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	16	2015-06-07	4.1%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	17	2015-06-13	3.0%
離婚律師戀愛中	이혼변호사는 연애 중	SBS	18	2015-06-14	3.8%
浩九的愛	호구의 사랑	tvN	1	2015-02-09	1.076%
浩九的愛	호구의 사랑	tvN	2	2015-02-10	1.262%
浩九的愛	호구의 사랑	tvN	3	2015-02-16	0.780%
浩九的愛	호구의 사랑	tvN	4	2015-02-17	1.270%
浩九的愛	호구의 사랑	tvN	5	2015-02-23	0.772%
浩九的愛	호구의 사랑	tvN	6	2015-02-24	1.326%
浩九的愛	호구의 사랑	tvN	7	2015-03-02	0.889%
浩九的愛	호구의 사랑	tvN	8	2015-03-03	1.179%
浩九的愛	호구의 사랑	tvN	9	2015-03-09	1.029%
浩九的愛	호구의 사랑	tvN	10	2015-03-10	1.336%
浩九的愛	호구의 사랑	tvN	11	2015-03-16	0.840%
浩九的愛	호구의 사랑	tvN	12	2015-03-17	1.175%
浩九的愛	호구의 사랑	tvN	13	2015-03-23	0.914%
浩九的愛	호구의 사랑	tvN	14	2015-03-24	1.418%
浩九的愛	호구의 사랑	tvN	15	2015-03-30	0.858%
浩九的愛	호구의 사랑	tvN	16	2015-03-31	1.405%
一起吃飯吧2	식샤를 합시다 2	tvN	1	2015-04-06	1.090%
一起吃飯吧2	식샤를 합시다 2	tvN	2	2015-04-07	2.068%
一起吃飯吧2	식샤를 합시다 2	tvN	3	2015-04-13	1.247%
一起吃飯吧2	식샤를 합시다 2	tvN	4	2015-04-14	1.817%
一起吃飯吧2	식샤를 합시다 2	tvN	5	2015-04-20	1.760%
一起吃飯吧2	식샤를 합시다 2	tvN	6	2015-04-21	1.695%
一起吃飯吧2	식샤를 합시다 2	tvN	7	2015-04-27	1.604%
一起吃飯吧2	식샤를 합시다 2	tvN	8	2015-04-28	2.195%
一起吃飯吧2	식샤를 합시다 2	tvN	9	2015-05-04	1.413%
一起吃飯吧2	식샤를 합시다 2	tvN	10	2015-05-05	2.989%
一起吃飯吧2	식샤를 합시다 2	tvN	11	2015-05-11	2.233%
一起吃飯吧2	식샤를 합시다 2	tvN	12	2015-05-12	2.441%
一起吃飯吧2	식샤를 합시다 2	tvN	13	2015-05-18	1.885%
一起吃飯吧2	식샤를 합시다 2	tvN	14	2015-05-19	2.041%
一起吃飯吧2	식샤를 합시다 2	tvN	15	2015-05-25	2.137%
一起吃飯吧2	식샤를 합시다 2	tvN	16	2015-05-26	2.707%
一起吃飯吧2	식샤를 합시다 2	tvN	17	2015-06-01	1.735%
一起吃飯吧2	식샤를 합시다 2	tvN	18	2015-06-02	2.659%
Super Daddy 烈	슈퍼대디 열	tvN	1	2015-03-13	1.656%
Super Daddy 烈	슈퍼대디 열	tvN	2	2015-03-14	1.558%
Super Daddy 烈	슈퍼대디 열	tvN	3	2015-03-20	1.863%
Super Daddy 烈	슈퍼대디 열	tvN	4	2015-03-21	1.298%
Super Daddy 烈	슈퍼대디 열	tvN	5	2015-03-27	1.512%
Super Daddy 烈	슈퍼대디 열	tvN	6	2015-03-28	1.655%
Super Daddy 烈	슈퍼대디 열	tvN	7	2015-04-03	1.315%
Super Daddy 烈	슈퍼대디 열	tvN	8	2015-04-04	1.584%
Super Daddy 烈	슈퍼대디 열	tvN	9	2015-04-10	1.472%
Super Daddy 烈	슈퍼대디 열	tvN	10	2015-04-11	1.015%
Super Daddy 烈	슈퍼대디 열	tvN	11	2015-04-17	1.255%
Super Daddy 烈	슈퍼대디 열	tvN	12	2015-04-18	1.155%
Super Daddy 烈	슈퍼대디 열	tvN	13	2015-04-24	0.958%
Super Daddy 烈	슈퍼대디 열	tvN	14	2015-04-25	1.093%
Super Daddy 烈	슈퍼대디 열	tvN	15	2015-05-01	1.029%
Super Daddy 烈	슈퍼대디 열	tvN	16	2015-05-02	1.500%
前女友俱樂部	구여친클럽	tvN	1	2015-05-08	1.162%
前女友俱樂部	구여친클럽	tvN	2	2015-05-09	0.903%
前女友俱樂部	구여친클럽	tvN	3	2015-05-15	0.649%
前女友俱樂部	구여친클럽	tvN	4	2015-05-16	0.723%
前女友俱樂部	구여친클럽	tvN	5	2015-05-22	0.701%
前女友俱樂部	구여친클럽	tvN	6	2015-05-23	0.881%
前女友俱樂部	구여친클럽	tvN	7	2015-05-29	0.645%
前女友俱樂部	구여친클럽	tvN	8	2015-05-30	0.807%
前女友俱樂部	구여친클럽	tvN	9	2015-06-05	0.913%
前女友俱樂部	구여친클럽	tvN		目前平均	0.82%
前女友俱樂部	구여친클럽	tvN	10	2015-06-06	*.*
前女友俱樂部	구여친클럽	tvN	11	2015-06-12	0.629%
前女友俱樂部	구여친클럽	tvN	12	2015-06-13	0.778%
我的遺憾男友	나의 유감스러운 남자친구	MBC	1	2015-04-10	*.*
我的遺憾男友	나의 유감스러운 남자친구	MBC	2	2015-04-11	0.563%
我的遺憾男友	나의 유감스러운 남자친구	MBC	9	2015-05-08	0.606%
陷入純情	순정에 반하다	JTBC	1	2015-04-03	1.227%
陷入純情	순정에 반하다	JTBC	2	2015-04-04	1.662%
陷入純情	순정에 반하다	JTBC	3	2015-04-10	1.171%
陷入純情	순정에 반하다	JTBC	4	2015-04-11	1.550%
陷入純情	순정에 반하다	JTBC	5	2015-04-17	1.201%
陷入純情	순정에 반하다	JTBC	6	2015-04-18	1.594%
陷入純情	순정에 반하다	JTBC	7	2015-04-24	1.341%
陷入純情	순정에 반하다	JTBC	8	2015-04-25	1.509%
陷入純情	순정에 반하다	JTBC	9	2015-05-01	1.380%
陷入純情	순정에 반하다	JTBC	10	2015-05-02	1.465%
陷入純情	순정에 반하다	JTBC	11	2015-05-08	0.932%
陷入純情	순정에 반하다	JTBC	12	2015-05-09	1.653%
陷入純情	순정에 반하다	JTBC	13	2015-05-15	1.167%
陷入純情	순정에 반하다	JTBC	14	2015-05-16	1.092%
陷入純情	순정에 반하다	JTBC	15	2015-05-22	1.003%
陷入純情	순정에 반하다	JTBC	16	2015-05-23	1.531%
The Lover	더 러버	Mnet	1	2015-04-02	*.*
超人時代	초인시대	tvN	1	2015-04-10	1.996%
超人時代	초인시대	tvN	2	2015-04-10	1.996%
超人時代	초인시대	tvN	3	2015-04-17	1.044%
超人時代	초인시대	tvN	4	2015-04-17	1.044%
超人時代	초인시대	tvN	5	2015-04-24	1.308%
超人時代	초인시대	tvN	6	2015-04-24	1.308%
超人時代	초인시대	tvN	7	2015-05-01	1.052%
超人時代	초인시대	tvN	8	2015-05-01	1.052%
超人時代	초인시대	tvN	9	2015-05-08	0.641%
超人時代	초인시대	tvN	10	2015-05-08	0.641%
超人時代	초인시대	tvN	11	2015-05-15	0.860%
超人時代	초인시대	tvN	12	2015-05-15	0.860%
超人時代	초인시대	tvN	13	2015-05-22	0.970%
失蹤的黑色M	실종느와르 M	OCN	1	2015-03-28	*.*
失蹤的黑色M	실종느와르 M	OCN	2	2015-04-04	1.445%
失蹤的黑色M	실종느와르 M	OCN	3	2015-04-11	1.101%
失蹤的黑色M	실종느와르 M	OCN	4	2015-04-18	1.585%
失蹤的黑色M	실종느와르 M	OCN	5	2015-04-25	1.816%
失蹤的黑色M	실종느와르 M	OCN	6	2015-05-02	1.247%
失蹤的黑色M	실종느와르 M	OCN	7	2015-05-09	1.303%
失蹤的黑色M	실종느와르 M	OCN	8	2015-05-16	1.177%
失蹤的黑色M	실종느와르 M	OCN	9	2015-05-23	1.039%
失蹤的黑色M	실종느와르 M	OCN	10	2015-05-30	0.867%
偉大的故事	위대한 이야기	TV朝鮮	1	2015-03-15	0.923%
偉大的故事	위대한 이야기	TV朝鮮	2	2015-03-22	0.674%
偉大的故事	위대한 이야기	TV朝鮮	3	2015-03-29	1.111%
偉大的故事	위대한 이야기	TV朝鮮	4	2015-04-05	0.979%
偉大的故事	위대한 이야기	TV朝鮮	5	2015-04-12	0.409%
偉大的故事	위대한 이야기	TV朝鮮	6	2015-04-19	1.630%
偉大的故事	위대한 이야기	TV朝鮮	7	2015-04-26	0.384%
偉大的故事	위대한 이야기	TV朝鮮	8	2015-05-03	0.689%
偉大的故事	위대한 이야기	TV朝鮮	9	2015-05-10	0.596%
家族的秘密	가족의 비밀	tvN	1	2014-10-27	0.795%
家族的秘密	가족의 비밀	tvN	2	2014-10-28	0.914%
家族的秘密	가족의 비밀	tvN	3	2014-10-29	1.012%
家族的秘密	가족의 비밀	tvN	4	2014-10-30	1.257%
家族的秘密	가족의 비밀	tvN	5	2014-11-03	0.922%
家族的秘密	가족의 비밀	tvN	6	2014-11-04	0.893%
家族的秘密	가족의 비밀	tvN	7	2014-11-05	1.126%
家族的秘密	가족의 비밀	tvN	8	2014-11-06	0.993%
家族的秘密	가족의 비밀	tvN	9	2014-11-10	1.447%
家族的秘密	가족의 비밀	tvN	10	2014-11-11	0.912%
家族的秘密	가족의 비밀	tvN	11	2014-11-12	1.230%
家族的秘密	가족의 비밀	tvN	12	2014-11-13	1.111%
家族的秘密	가족의 비밀	tvN	13	2014-11-17	1.027%
家族的秘密	가족의 비밀	tvN	14	2014-11-18	1.235%
家族的秘密	가족의 비밀	tvN	15	2014-11-19	1.026%
家族的秘密	가족의 비밀	tvN	16	2014-11-20	1.241%
家族的秘密	가족의 비밀	tvN	17	2014-11-24	1.495%
家族的秘密	가족의 비밀	tvN	18	2014-11-25	1.033%
家族的秘密	가족의 비밀	tvN	19	2014-11-26	1.148%
家族的秘密	가족의 비밀	tvN	20	2014-11-27	1.223%
家族的秘密	가족의 비밀	tvN	21	2014-12-01	1.285%
家族的秘密	가족의 비밀	tvN	22	2014-12-02	1.542%
家族的秘密	가족의 비밀	tvN	23	2014-12-03	1.305%
家族的秘密	가족의 비밀	tvN	24	2014-12-04	1.480%
家族的秘密	가족의 비밀	tvN	25	2014-12-08	1.615%
家族的秘密	가족의 비밀	tvN	26	2014-12-09	1.422%
家族的秘密	가족의 비밀	tvN	27	2014-12-10	1.287%
家族的秘密	가족의 비밀	tvN	28	2014-12-11	1.371%
家族的秘密	가족의 비밀	tvN	29	2014-12-15	1.396%
家族的秘密	가족의 비밀	tvN	30	2014-12-16	1.536%
家族的秘密	가족의 비밀	tvN	31	2014-12-17	1.280%
家族的秘密	가족의 비밀	tvN	32	2014-12-18	1.636%
家族的秘密	가족의 비밀	tvN	33	2014-12-22	1.736%
家族的秘密	가족의 비밀	tvN	34	2014-12-23	1.621%
家族的秘密	가족의 비밀	tvN	35	2014-12-24	1.721%
家族的秘密	가족의 비밀	tvN	-	2014-12-25	▌▌
家族的秘密	가족의 비밀	tvN	36	2014-12-29	1.671%
家族的秘密	가족의 비밀	tvN	37	2014-12-30	1.056%
家族的秘密	가족의 비밀	tvN	38	2014-12-31	1.353%
家族的秘密	가족의 비밀	tvN	39	2015-01-01	1.397%
家族的秘密	가족의 비밀	tvN	40	2015-01-05	1.371%
家族的秘密	가족의 비밀	tvN	41	2015-01-06	1.264%
家族的秘密	가족의 비밀	tvN	42	2015-01-07	1.436%
家族的秘密	가족의 비밀	tvN	43	2015-01-08	1.665%
家族的秘密	가족의 비밀	tvN	44	2015-01-12	1.576%
家族的秘密	가족의 비밀	tvN	45	2015-01-13	1.817%
家族的秘密	가족의 비밀	tvN	46	2015-01-14	1.597%
家族的秘密	가족의 비밀	tvN	47	2015-01-15	1.173%
家族的秘密	가족의 비밀	tvN	48	2015-01-19	1.709%
家族的秘密	가족의 비밀	tvN	49	2015-01-20	1.543%
家族的秘密	가족의 비밀	tvN	1	2014-10-27	0.795%
家族的秘密	가족의 비밀	tvN	2	2014-10-28	0.914%
家族的秘密	가족의 비밀	tvN	3	2014-10-29	1.012%
家族的秘密	가족의 비밀	tvN	4	2014-10-30	1.257%
家族的秘密	가족의 비밀	tvN	5	2014-11-03	0.922%
家族的秘密	가족의 비밀	tvN	6	2014-11-04	0.893%
家族的秘密	가족의 비밀	tvN	7	2014-11-05	1.126%
家族的秘密	가족의 비밀	tvN	8	2014-11-06	0.993%
家族的秘密	가족의 비밀	tvN	9	2014-11-10	1.447%
家族的秘密	가족의 비밀	tvN	10	2014-11-11	0.912%
家族的秘密	가족의 비밀	tvN	11	2014-11-12	1.230%
家族的秘密	가족의 비밀	tvN	12	2014-11-13	1.111%
家族的秘密	가족의 비밀	tvN	13	2014-11-17	1.027%
家族的秘密	가족의 비밀	tvN	14	2014-11-18	1.235%
家族的秘密	가족의 비밀	tvN	15	2014-11-19	1.026%
家族的秘密	가족의 비밀	tvN	16	2014-11-20	1.241%
家族的秘密	가족의 비밀	tvN	17	2014-11-24	1.495%
家族的秘密	가족의 비밀	tvN	18	2014-11-25	1.033%
家族的秘密	가족의 비밀	tvN	19	2014-11-26	1.148%
家族的秘密	가족의 비밀	tvN	20	2014-11-27	1.223%
家族的秘密	가족의 비밀	tvN	21	2014-12-01	1.285%
家族的秘密	가족의 비밀	tvN	22	2014-12-02	1.542%
家族的秘密	가족의 비밀	tvN	23	2014-12-03	1.305%
家族的秘密	가족의 비밀	tvN	24	2014-12-04	1.480%
家族的秘密	가족의 비밀	tvN	25	2014-12-08	1.615%
家族的秘密	가족의 비밀	tvN	26	2014-12-09	1.422%
家族的秘密	가족의 비밀	tvN	27	2014-12-10	1.287%
家族的秘密	가족의 비밀	tvN	28	2014-12-11	1.371%
家族的秘密	가족의 비밀	tvN	29	2014-12-15	1.396%
家族的秘密	가족의 비밀	tvN	30	2014-12-16	1.536%
家族的秘密	가족의 비밀	tvN	31	2014-12-17	1.280%
家族的秘密	가족의 비밀	tvN	32	2014-12-18	1.636%
家族的秘密	가족의 비밀	tvN	33	2014-12-22	1.736%
家族的秘密	가족의 비밀	tvN	34	2014-12-23	1.621%
家族的秘密	가족의 비밀	tvN	35	2014-12-24	1.721%
家族的秘密	가족의 비밀	tvN	-	2014-12-25	▌▌
家族的秘密	가족의 비밀	tvN	36	2014-12-29	1.671%
家族的秘密	가족의 비밀	tvN	37	2014-12-30	1.056%
家族的秘密	가족의 비밀	tvN	38	2014-12-31	1.353%
家族的秘密	가족의 비밀	tvN	39	2015-01-01	1.397%
家族的秘密	가족의 비밀	tvN	40	2015-01-05	1.371%
家族的秘密	가족의 비밀	tvN	41	2015-01-06	1.264%
家族的秘密	가족의 비밀	tvN	42	2015-01-07	1.436%
家族的秘密	가족의 비밀	tvN	43	2015-01-08	1.665%
家族的秘密	가족의 비밀	tvN	44	2015-01-12	1.576%
家族的秘密	가족의 비밀	tvN	45	2015-01-13	1.817%
家族的秘密	가족의 비밀	tvN	46	2015-01-14	1.597%
家族的秘密	가족의 비밀	tvN	47	2015-01-15	1.173%
家族的秘密	가족의 비밀	tvN	48	2015-01-19	1.709%
家族的秘密	가족의 비밀	tvN	49	2015-01-20	1.543%
家族的秘密	가족의 비밀	tvN	1	2014-10-27	0.795%
家族的秘密	가족의 비밀	tvN	2	2014-10-28	0.914%
家族的秘密	가족의 비밀	tvN	3	2014-10-29	1.012%
家族的秘密	가족의 비밀	tvN	4	2014-10-30	1.257%
家族的秘密	가족의 비밀	tvN	5	2014-11-03	0.922%
家族的秘密	가족의 비밀	tvN	6	2014-11-04	0.893%
家族的秘密	가족의 비밀	tvN	7	2014-11-05	1.126%
家族的秘密	가족의 비밀	tvN	8	2014-11-06	0.993%
家族的秘密	가족의 비밀	tvN	9	2014-11-10	1.447%
家族的秘密	가족의 비밀	tvN	10	2014-11-11	0.912%
家族的秘密	가족의 비밀	tvN	11	2014-11-12	1.230%
家族的秘密	가족의 비밀	tvN	12	2014-11-13	1.111%
家族的秘密	가족의 비밀	tvN	13	2014-11-17	1.027%
家族的秘密	가족의 비밀	tvN	14	2014-11-18	1.235%
家族的秘密	가족의 비밀	tvN	15	2014-11-19	1.026%
家族的秘密	가족의 비밀	tvN	16	2014-11-20	1.241%
家族的秘密	가족의 비밀	tvN	17	2014-11-24	1.495%
家族的秘密	가족의 비밀	tvN	18	2014-11-25	1.033%
家族的秘密	가족의 비밀	tvN	19	2014-11-26	1.148%
家族的秘密	가족의 비밀	tvN	20	2014-11-27	1.223%
家族的秘密	가족의 비밀	tvN	21	2014-12-01	1.285%
家族的秘密	가족의 비밀	tvN	22	2014-12-02	1.542%
家族的秘密	가족의 비밀	tvN	23	2014-12-03	1.305%
家族的秘密	가족의 비밀	tvN	24	2014-12-04	1.480%
家族的秘密	가족의 비밀	tvN	25	2014-12-08	1.615%
家族的秘密	가족의 비밀	tvN	26	2014-12-09	1.422%
家族的秘密	가족의 비밀	tvN	27	2014-12-10	1.287%
家族的秘密	가족의 비밀	tvN	28	2014-12-11	1.371%
家族的秘密	가족의 비밀	tvN	29	2014-12-15	1.396%
家族的秘密	가족의 비밀	tvN	30	2014-12-16	1.536%
家族的秘密	가족의 비밀	tvN	31	2014-12-17	1.280%
家族的秘密	가족의 비밀	tvN	32	2014-12-18	1.636%
家族的秘密	가족의 비밀	tvN	33	2014-12-22	1.736%
家族的秘密	가족의 비밀	tvN	34	2014-12-23	1.621%
家族的秘密	가족의 비밀	tvN	35	2014-12-24	1.721%
家族的秘密	가족의 비밀	tvN	-	2014-12-25	▌▌
家族的秘密	가족의 비밀	tvN	36	2014-12-29	1.671%
家族的秘密	가족의 비밀	tvN	37	2014-12-30	1.056%
家族的秘密	가족의 비밀	tvN	38	2014-12-31	1.353%
家族的秘密	가족의 비밀	tvN	39	2015-01-01	1.397%
家族的秘密	가족의 비밀	tvN	40	2015-01-05	1.371%
家族的秘密	가족의 비밀	tvN	41	2015-01-06	1.264%
家族的秘密	가족의 비밀	tvN	42	2015-01-07	1.436%
家族的秘密	가족의 비밀	tvN	43	2015-01-08	1.665%
